,time_open,price_open,price_high,price_low,price_close,volume_traded,trades_count,week
58,2020-01-03 10:00:00+00:00,7349.3,7371.92,7281.3,7312.25,3924.462414,28443,1
59,2020-01-03 11:00:00+00:00,7312.26,7346.0,7306.61,7340.46,1826.857466,15185,1
60,2020-01-03 12:00:00+00:00,7340.46,7350.19,7303.14,7322.78,1717.22262,16237,1
61,2020-01-03 13:00:00+00:00,7324.1,7380.0,7311.59,7348.87,1906.468998,17141,1
62,2020-01-03 14:00:00+00:00,7348.36,7362.31,7229.3,7254.73,4583.643119,29226,1
63,2020-01-03 15:00:00+00:00,7255.49,7322.44,7252.48,7320.18,2371.650792,19457,1
64,2020-01-03 16:00:00+00:00,7320.17,7405.0,7293.1,7386.03,5852.326934,35462,1
65,2020-01-03 17:00:00+00:00,7388.21,7403.2,7335.21,7355.26,2201.223063,20452,1
66,2020-01-03 18:00:00+00:00,7355.23,7369.47,7330.32,7342.96,1422.531602,12260,1
67,2020-01-03 19:00:00+00:00,7342.95,7352.33,7280.0,7343.08,2259.002878,18046,1
68,2020-01-03 20:00:00+00:00,7343.62,7361.0,7297.01,7316.99,1546.013182,14968,1
69,2020-01-03 21:00:00+00:00,7317.01,7335.0,7262.68,7283.0,1227.929145,13256,1
70,2020-01-03 22:00:00+00:00,7281.69,7320.54,7260.01,7300.56,1407.545265,16357,1
71,2020-01-03 23:00:00+00:00,7301.32,7346.08,7291.75,7344.96,1712.856338,14442,1
72,2020-01-04 00:00:00+00:00,7345.0,7350.0,7289.98,7302.24,1240.406484,12819,1
73,2020-01-04 01:00:00+00:00,7304.96,7312.58,7280.85,7309.16,821.321239,9449,1
74,2020-01-04 02:00:00+00:00,7308.71,7328.99,7296.18,7327.83,868.281715,8757,1
75,2020-01-04 03:00:00+00:00,7328.21,7339.69,7318.56,7333.11,763.775397,9039,1
76,2020-01-04 04:00:00+00:00,7333.14,7338.46,7312.65,7334.86,691.833205,7936,1
77,2020-01-04 05:00:00+00:00,7334.59,7369.28,7325.0,7344.69,1306.738785,11322,1
78,2020-01-04 06:00:00+00:00,7344.7,7367.88,7340.0,7354.96,1168.097036,9966,1
79,2020-01-04 07:00:00+00:00,7354.95,7363.63,7327.32,7348.11,1352.880865,12154,1
80,2020-01-04 08:00:00+00:00,7348.04,7365.0,7330.0,7346.59,1272.743225,10447,1
81,2020-01-04 09:00:00+00:00,7346.4,7369.18,7339.28,7363.88,1084.110633,10286,1
82,2020-01-04 10:00:00+00:00,7364.32,7369.63,7304.36,7318.3,1807.389952,13741,1
83,2020-01-04 11:00:00+00:00,7318.15,7339.27,7302.1,7336.45,1520.454655,12378,1
84,2020-01-04 12:00:00+00:00,7336.75,7339.58,7305.0,7312.89,1131.422667,10870,1
85,2020-01-04 13:00:00+00:00,7312.79,7326.49,7291.0,7303.88,1549.128326,12399,1
86,2020-01-04 14:00:00+00:00,7303.72,7323.74,7296.44,7316.72,874.231693,10447,1
87,2020-01-04 15:00:00+00:00,7315.51,7332.0,7305.0,7318.99,870.0506,9712,1
88,2020-01-04 16:00:00+00:00,7318.98,7323.26,7297.91,7307.11,1043.417942,10912,1
89,2020-01-04 17:00:00+00:00,7308.0,7352.0,7305.0,7351.99,1237.984296,11219,1
90,2020-01-04 18:00:00+00:00,7351.36,7404.0,7272.21,7306.92,4110.024469,28800,1
91,2020-01-04 19:00:00+00:00,7306.6,7353.84,7283.01,7334.83,1966.929401,17332,1
92,2020-01-04 20:00:00+00:00,7334.89,7352.64,7310.67,7341.06,1433.864061,14270,1
93,2020-01-04 21:00:00+00:00,7340.9,7367.31,7330.72,7350.68,869.007514,10519,1
94,2020-01-04 22:00:00+00:00,7350.72,7359.7,7342.67,7350.24,474.926109,7232,1
95,2020-01-04 23:00:00+00:00,7350.05,7363.0,7328.9,7354.11,528.793108,7361,1
96,2020-01-05 00:00:00+00:00,7354.19,7393.0,7354.11,7373.48,1432.35544,14037,1
97,2020-01-05 01:00:00+00:00,7373.43,7481.87,7373.43,7459.18,6394.85574,41542,1
98,2020-01-05 02:00:00+00:00,7459.91,7482.87,7432.79,7443.79,2038.01579,16293,1
99,2020-01-05 03:00:00+00:00,7443.92,7478.0,7439.33,7475.99,1446.222876,10742,1
100,2020-01-05 04:00:00+00:00,7476.0,7495.0,7444.0,7457.14,1859.909467,13732,1
101,2020-01-05 05:00:00+00:00,7457.18,7470.0,7444.0,7459.12,952.444318,9012,1
102,2020-01-05 06:00:00+00:00,7458.51,7481.25,7437.4,7457.5,1140.778083,9384,1
103,2020-01-05 07:00:00+00:00,7457.83,7470.36,7442.0,7463.01,781.747862,7537,1
104,2020-01-05 08:00:00+00:00,7467.11,7472.0,7410.0,7430.05,1512.981479,12942,1
105,2020-01-05 09:00:00+00:00,7430.0,7436.84,7400.0,7427.74,2032.322134,13869,1
106,2020-01-05 10:00:00+00:00,7427.7,7432.28,7403.21,7415.12,963.134159,8907,1
107,2020-01-05 11:00:00+00:00,7415.1,7440.0,7410.0,7422.33,1001.517619,10279,1
108,2020-01-05 12:00:00+00:00,7422.27,7460.46,7421.93,7457.01,1079.375543,11538,1
109,2020-01-05 13:00:00+00:00,7457.79,7458.0,7415.0,7431.15,1337.571084,12377,1
110,2020-01-05 14:00:00+00:00,7431.16,7444.73,7425.0,7431.82,831.78756,10274,1
111,2020-01-05 15:00:00+00:00,7431.71,7476.31,7430.99,7468.42,1839.988518,18706,1
112,2020-01-05 16:00:00+00:00,7467.91,7484.0,7450.0,7461.38,1764.362509,15674,1
113,2020-01-05 17:00:00+00:00,7461.26,7470.76,7445.15,7464.65,904.275876,10630,1
114,2020-01-05 18:00:00+00:00,7464.62,7468.87,7421.77,7438.72,1226.760244,12491,1
115,2020-01-05 19:00:00+00:00,7439.02,7449.69,7427.1,7444.14,952.37598,10026,1
116,2020-01-05 20:00:00+00:00,7444.71,7445.0,7426.0,7431.6,687.771423,7435,1
117,2020-01-05 21:00:00+00:00,7431.01,7431.53,7361.01,7368.52,2225.194358,17765,1
118,2020-01-05 22:00:00+00:00,7367.62,7385.65,7318.0,7355.73,2249.586037,18767,1
119,2020-01-05 23:00:00+00:00,7355.73,7363.35,7321.0,7358.75,1370.347439,12164,1
120,2020-01-06 00:00:00+00:00,7357.64,7384.72,7346.76,7378.75,1358.867787,10399,1
121,2020-01-06 01:00:00+00:00,7378.97,7426.82,7368.55,7423.5,1630.227541,14099,1
122,2020-01-06 02:00:00+00:00,7423.06,7562.0,7421.64,7551.44,5819.256972,38256,1
123,2020-01-06 03:00:00+00:00,7551.47,7580.0,7486.85,7540.9,4769.906356,27817,1
124,2020-01-06 04:00:00+00:00,7540.9,7554.61,7516.06,7529.52,1554.582461,13475,1
125,2020-01-06 05:00:00+00:00,7529.52,7541.55,7496.0,7532.85,1472.91993,12768,1
126,2020-01-06 06:00:00+00:00,7532.85,7537.53,7510.99,7520.0,873.32937,9507,1
127,2020-01-06 07:00:00+00:00,7520.0,7527.27,7505.57,7507.91,921.886394,9159,1
128,2020-01-06 08:00:00+00:00,7508.18,7551.68,7507.39,7547.55,1690.857798,14328,1
129,2020-01-06 09:00:00+00:00,7547.88,7553.0,7516.51,7549.74,1919.295958,17182,1
130,2020-01-06 10:00:00+00:00,7553.91,7576.68,7535.64,7561.22,1847.823779,18102,1
131,2020-01-06 11:00:00+00:00,7561.27,7582.27,7526.88,7544.72,2099.9452,19270,1
132,2020-01-06 12:00:00+00:00,7544.72,7564.82,7535.0,7557.42,1417.994669,12304,1
133,2020-01-06 13:00:00+00:00,7557.77,7622.0,7465.44,7528.64,3697.65846,28332,1
134,2020-01-06 14:00:00+00:00,7528.59,7558.45,7505.02,7547.93,2383.745611,19285,1
135,2020-01-06 15:00:00+00:00,7548.1,7553.28,7516.34,7519.99,1644.393877,13550,1
136,2020-01-06 16:00:00+00:00,7519.05,7546.08,7509.43,7529.24,1626.355417,15654,1
137,2020-01-06 17:00:00+00:00,7529.01,7561.0,7526.91,7558.48,1102.998522,12439,1
138,2020-01-06 18:00:00+00:00,7558.78,7560.0,7525.96,7533.0,910.967306,10347,1
139,2020-01-06 19:00:00+00:00,7532.5,7551.71,7524.0,7539.9,863.252634,10935,1
140,2020-01-06 20:00:00+00:00,7539.74,7557.99,7534.9,7551.25,978.342912,11695,1
141,2020-01-06 21:00:00+00:00,7551.24,7608.0,7547.56,7578.42,2101.577667,19607,1
142,2020-01-06 22:00:00+00:00,7578.42,7752.0,7574.39,7712.63,6546.730323,52828,1
143,2020-01-06 23:00:00+00:00,7712.58,7795.34,7690.7,7758.0,5066.272207,35441,1
144,2020-01-07 00:00:00+00:00,7758.9,8000.0,7758.29,7888.42,12714.830706,82946,1
145,2020-01-07 01:00:00+00:00,7889.64,7919.99,7866.01,7905.67,3784.606696,24795,1
146,2020-01-07 02:00:00+00:00,7905.67,7940.0,7892.32,7896.2,2658.470846,18811,1
147,2020-01-07 03:00:00+00:00,7896.08,7916.94,7885.75,7894.9,1811.52833,15011,1
148,2020-01-07 04:00:00+00:00,7894.71,7905.5,7821.0,7840.83,3265.389556,23077,1
149,2020-01-07 05:00:00+00:00,7839.75,7882.56,7826.63,7869.33,1749.120728,16177,1
150,2020-01-07 06:00:00+00:00,7869.29,7876.0,7851.26,7872.91,1034.371143,11274,1
151,2020-01-07 07:00:00+00:00,7873.05,7896.72,7857.53,7883.37,1730.807736,14998,1
152,2020-01-07 08:00:00+00:00,7883.11,7904.72,7868.0,7883.97,2060.945511,17390,1
153,2020-01-07 09:00:00+00:00,7884.32,7886.17,7855.0,7856.26,1266.181976,11360,1
154,2020-01-07 10:00:00+00:00,7856.26,7889.78,7856.15,7889.24,1164.566425,11913,1
155,2020-01-07 11:00:00+00:00,7888.12,7965.0,7881.69,7895.14,4207.107584,29610,1
156,2020-01-07 12:00:00+00:00,7895.13,7915.77,7840.0,7869.05,3167.803362,25794,1
157,2020-01-07 13:00:00+00:00,7869.02,7869.03,7810.73,7847.99,2935.85674,23806,1
158,2020-01-07 14:00:00+00:00,7847.99,7884.59,7837.26,7838.8,2419.777007,18443,1
159,2020-01-07 15:00:00+00:00,7841.16,7847.99,7740.29,7764.59,5292.202151,36447,1
160,2020-01-07 16:00:00+00:00,7764.04,7940.12,7723.71,7912.18,6410.882075,39822,1
161,2020-01-07 17:00:00+00:00,7912.18,7952.05,7878.01,7938.33,3293.006137,25516,1
162,2020-01-07 18:00:00+00:00,7937.88,8137.0,7919.22,8037.69,9327.807487,63271,1
163,2020-01-07 19:00:00+00:00,8038.54,8111.45,8032.39,8073.69,4283.208684,33612,1
164,2020-01-07 20:00:00+00:00,8073.69,8175.01,8041.28,8162.66,4404.727667,33702,1
165,2020-01-07 21:00:00+00:00,8162.57,8188.0,7975.74,8016.44,5116.55768,38918,1
166,2020-01-07 22:00:00+00:00,8016.43,8067.06,7945.72,8049.55,3088.53339,31418,1
167,2020-01-07 23:00:00+00:00,8049.83,8207.68,8020.7,8145.28,3983.395044,37204,1
168,2020-01-08 00:00:00+00:00,8145.92,8455.0,8142.0,8431.82,12579.628057,86656,2
169,2020-01-08 01:00:00+00:00,8430.53,8448.14,8328.89,8370.92,8384.945558,55444,2
170,2020-01-08 02:00:00+00:00,8370.93,8422.0,8256.74,8278.59,4558.246276,35400,2
171,2020-01-08 03:00:00+00:00,8278.07,8344.0,8244.93,8300.34,4359.947687,36939,2
172,2020-01-08 04:00:00+00:00,8300.34,8355.87,8288.0,8344.63,2575.222396,23179,2
173,2020-01-08 05:00:00+00:00,8343.92,8377.0,8307.85,8334.77,2664.277869,23020,2
174,2020-01-08 06:00:00+00:00,8334.76,8367.61,8319.0,8339.13,1731.943454,18579,2
175,2020-01-08 07:00:00+00:00,8339.14,8347.99,8277.21,8297.26,2788.142801,22508,2
176,2020-01-08 08:00:00+00:00,8297.27,8329.09,8264.86,8312.04,2508.727051,19147,2
177,2020-01-08 09:00:00+00:00,8312.05,8321.83,8276.0,8297.21,2087.983826,18428,2
178,2020-01-08 10:00:00+00:00,8296.98,8359.0,8284.19,8326.98,2380.674785,21206,2
179,2020-01-08 11:00:00+00:00,8327.06,8370.0,8325.03,8332.47,2034.529797,17716,2
180,2020-01-08 12:00:00+00:00,8332.2,8347.33,8276.0,8286.16,2426.854154,23169,2
181,2020-01-08 13:00:00+00:00,8285.92,8418.61,8215.2,8384.99,7456.82961,52403,2
182,2020-01-08 14:00:00+00:00,8384.99,8385.0,8184.0,8310.98,6554.98078,44270,2
183,2020-01-08 15:00:00+00:00,8310.98,8359.0,8237.36,8305.97,3993.008669,31375,2
184,2020-01-08 16:00:00+00:00,8306.09,8335.79,8050.0,8115.0,12758.450281,75175,2
185,2020-01-08 17:00:00+00:00,8115.0,8123.98,8010.0,8077.68,7266.047229,46466,2
186,2020-01-08 18:00:00+00:00,8077.68,8094.93,8035.01,8053.7,2950.762774,22374,2
187,2020-01-08 19:00:00+00:00,8053.7,8069.73,7963.05,7963.35,3758.461889,28964,2
188,2020-01-08 20:00:00+00:00,7963.56,8060.86,7870.0,8046.03,8887.842817,55696,2
189,2020-01-08 21:00:00+00:00,8046.42,8048.66,7957.55,8016.06,3140.073055,23686,2
190,2020-01-08 22:00:00+00:00,8017.36,8080.0,7988.58,8076.13,2119.902017,22255,2
191,2020-01-08 23:00:00+00:00,8076.13,8125.57,8023.55,8055.98,2651.309243,26297,2
192,2020-01-09 00:00:00+00:00,8054.72,8055.96,7928.0,7956.55,3517.43095,28439,2
193,2020-01-09 01:00:00+00:00,7956.88,8037.37,7950.0,8004.8,2413.123473,17516,2
194,2020-01-09 02:00:00+00:00,8004.05,8026.01,7980.0,7982.75,1579.537464,12199,2
195,2020-01-09 03:00:00+00:00,7983.09,7993.46,7935.56,7954.72,2480.168472,20950,2
196,2020-01-09 04:00:00+00:00,7954.96,7978.31,7928.0,7966.85,2053.928386,15335,2
197,2020-01-09 05:00:00+00:00,7966.75,7966.75,7925.68,7941.83,1404.270001,12641,2
198,2020-01-09 06:00:00+00:00,7941.99,7951.68,7896.0,7908.48,2068.18413,17323,2
199,2020-01-09 07:00:00+00:00,7908.71,7976.67,7903.4,7949.84,2449.538328,19005,2
200,2020-01-09 08:00:00+00:00,7949.57,7955.83,7909.3,7933.1,1641.494387,13141,2
201,2020-01-09 09:00:00+00:00,7932.51,7932.94,7864.24,7872.35,3408.741356,24194,2
202,2020-01-09 10:00:00+00:00,7872.36,7934.78,7852.01,7896.38,2923.998132,21531,2
203,2020-01-09 11:00:00+00:00,7895.56,7901.99,7855.0,7878.56,1911.857856,15359,2
204,2020-01-09 12:00:00+00:00,7878.02,7917.68,7871.0,7900.91,2162.941372,16473,2
205,2020-01-09 13:00:00+00:00,7901.49,7945.0,7891.43,7897.52,2859.442366,20196,2
206,2020-01-09 14:00:00+00:00,7897.54,7919.59,7875.55,7885.5,1887.759463,14910,2
207,2020-01-09 15:00:00+00:00,7885.5,7930.0,7882.75,7907.05,1555.442519,12905,2
208,2020-01-09 16:00:00+00:00,7907.05,7920.01,7805.01,7818.15,4386.286631,28198,2
209,2020-01-09 17:00:00+00:00,7818.15,7846.0,7778.0,7798.6,3990.175129,25788,2
210,2020-01-09 18:00:00+00:00,7798.23,7832.13,7788.68,7810.64,1529.030453,13082,2
211,2020-01-09 19:00:00+00:00,7810.68,7957.48,7810.3,7917.54,3465.438657,25694,2
212,2020-01-09 20:00:00+00:00,7917.55,8000.0,7805.0,7818.3,6650.658659,40754,2
213,2020-01-09 21:00:00+00:00,7819.97,7854.14,7750.0,7789.96,4555.024481,31453,2
214,2020-01-09 22:00:00+00:00,7789.99,7873.12,7788.78,7811.31,1877.380286,16234,2
215,2020-01-09 23:00:00+00:00,7811.31,7835.0,7790.01,7817.76,1385.912749,14919,2
216,2020-01-10 00:00:00+00:00,7817.74,7854.06,7811.05,7820.01,1276.755793,14262,2
217,2020-01-10 01:00:00+00:00,7820.25,7841.57,7786.12,7804.99,1249.569649,11823,2
218,2020-01-10 02:00:00+00:00,7804.99,7825.0,7793.34,7803.68,1004.334531,10452,2
219,2020-01-10 03:00:00+00:00,7803.68,7825.0,7770.0,7818.02,1415.752784,13028,2
220,2020-01-10 04:00:00+00:00,7818.06,7819.84,7768.4,7795.3,1669.78936,12935,2
221,2020-01-10 05:00:00+00:00,7795.33,7797.95,7735.0,7748.86,2146.933344,15226,2
222,2020-01-10 06:00:00+00:00,7748.0,7786.13,7711.76,7748.64,2963.811973,20362,2
223,2020-01-10 07:00:00+00:00,7747.25,7757.38,7725.77,7752.98,1815.165345,13220,2
224,2020-01-10 08:00:00+00:00,7753.05,7754.36,7680.0,7706.53,4208.967256,25463,2
225,2020-01-10 09:00:00+00:00,7706.52,7750.0,7691.91,7716.47,2842.868735,18207,2
226,2020-01-10 10:00:00+00:00,7716.02,7788.0,7672.0,7771.87,3772.539304,26602,2
227,2020-01-10 11:00:00+00:00,7772.12,7854.44,7766.93,7841.69,5366.335557,35058,2
228,2020-01-10 12:00:00+00:00,7841.03,7899.98,7811.0,7893.98,4174.80608,28549,2
229,2020-01-10 13:00:00+00:00,7893.98,7944.0,7862.31,7870.4,4142.505896,27960,2
230,2020-01-10 14:00:00+00:00,7870.7,7982.85,7850.01,7978.65,4262.687889,31306,2
231,2020-01-10 15:00:00+00:00,7978.65,8086.85,7945.44,8066.6,7367.250672,46907,2
232,2020-01-10 16:00:00+00:00,8067.5,8140.11,7928.94,7952.65,8107.578673,50606,2
233,2020-01-10 17:00:00+00:00,7952.23,7979.0,7909.98,7966.3,3426.043673,26170,2
234,2020-01-10 18:00:00+00:00,7966.3,8113.53,7966.3,8022.16,6172.791013,48172,2
235,2020-01-10 19:00:00+00:00,8022.15,8122.0,7964.01,8059.49,5212.524366,38219,2
236,2020-01-10 20:00:00+00:00,8058.05,8100.0,8039.27,8073.16,2511.935531,20850,2
237,2020-01-10 21:00:00+00:00,8074.0,8135.21,8006.65,8049.99,2919.79654,25181,2
238,2020-01-10 22:00:00+00:00,8048.24,8101.86,7981.59,8090.13,1946.832887,21548,2
239,2020-01-10 23:00:00+00:00,8090.13,8199.0,8064.64,8197.02,2429.200597,23995,2
240,2020-01-11 00:00:00+00:00,8198.86,8200.0,8119.75,8168.92,2971.522168,20783,2
241,2020-01-11 01:00:00+00:00,8168.39,8253.26,8165.16,8204.86,3211.743194,24250,2
242,2020-01-11 02:00:00+00:00,8204.84,8217.41,8155.02,8206.19,2134.580068,18627,2
243,2020-01-11 03:00:00+00:00,8206.0,8207.81,8125.09,8158.49,1711.758967,14912,2
244,2020-01-11 04:00:00+00:00,8158.83,8179.94,8101.0,8117.82,1445.957883,14955,2
245,2020-01-11 05:00:00+00:00,8118.4,8118.4,8044.65,8083.41,2285.705846,20481,2
246,2020-01-11 06:00:00+00:00,8083.41,8128.98,8055.71,8124.99,1745.207418,15588,2
247,2020-01-11 07:00:00+00:00,8124.99,8150.0,8061.71,8074.18,1976.070507,16702,2
248,2020-01-11 08:00:00+00:00,8074.17,8096.87,8037.0,8052.96,2479.712213,19458,2
249,2020-01-11 09:00:00+00:00,8052.96,8129.97,8050.83,8114.22,1672.797787,16999,2
250,2020-01-11 10:00:00+00:00,8114.2,8117.03,8042.89,8054.03,1477.913509,15550,2
251,2020-01-11 11:00:00+00:00,8054.03,8074.26,8010.0,8045.95,2106.394416,19374,2
252,2020-01-11 12:00:00+00:00,8045.89,8068.0,8018.41,8061.95,1788.46524,14510,2
253,2020-01-11 13:00:00+00:00,8061.93,8102.56,8045.01,8090.02,1952.326847,17947,2
254,2020-01-11 14:00:00+00:00,8090.73,8135.0,8050.0,8053.75,2019.034562,17204,2
255,2020-01-11 15:00:00+00:00,8054.0,8106.65,8053.08,8099.73,1461.322326,15194,2
256,2020-01-11 16:00:00+00:00,8099.16,8180.7,8070.0,8169.46,3939.308813,29181,2
257,2020-01-11 17:00:00+00:00,8168.35,8221.55,8150.0,8160.56,3232.766889,25665,2
258,2020-01-11 18:00:00+00:00,8160.0,8189.0,8136.68,8169.14,1586.219348,16490,2
259,2020-01-11 19:00:00+00:00,8169.64,8179.96,8137.27,8151.78,1306.429898,14213,2
260,2020-01-11 20:00:00+00:00,8151.77,8189.49,8140.98,8161.81,1152.143371,14232,2
261,2020-01-11 21:00:00+00:00,8161.81,8286.34,8060.25,8105.0,4403.099606,37067,2
262,2020-01-11 22:00:00+00:00,8106.12,8139.69,8030.0,8082.57,3727.441848,29149,2
263,2020-01-11 23:00:00+00:00,8082.58,8082.58,8003.16,8020.01,3022.109943,20600,2
264,2020-01-12 00:00:00+00:00,8020.01,8080.0,7960.0,8060.89,4003.350255,26542,2
265,2020-01-12 01:00:00+00:00,8060.24,8089.97,8036.13,8065.53,1073.779611,11355,2
266,2020-01-12 02:00:00+00:00,8065.63,8108.0,8052.88,8095.0,1248.587062,13000,2
267,2020-01-12 03:00:00+00:00,8095.0,8110.92,8065.62,8091.33,963.637569,11411,2
268,2020-01-12 04:00:00+00:00,8090.7,8105.0,8071.2,8073.79,711.211749,9680,2
269,2020-01-12 05:00:00+00:00,8073.03,8110.92,8070.98,8106.05,997.127263,9827,2
270,2020-01-12 06:00:00+00:00,8105.96,8153.84,8080.01,8083.84,2509.947391,20752,2
271,2020-01-12 07:00:00+00:00,8083.43,8110.0,8080.45,8097.51,867.095068,10579,2
272,2020-01-12 08:00:00+00:00,8097.51,8144.72,8080.01,8140.59,1564.077267,15430,2
273,2020-01-12 09:00:00+00:00,8138.71,8164.08,8118.0,8137.5,1733.24415,15538,2
274,2020-01-12 10:00:00+00:00,8137.49,8140.87,8095.72,8122.12,1437.283282,14847,2
275,2020-01-12 11:00:00+00:00,8120.87,8130.5,8103.17,8114.08,867.374202,11217,2
276,2020-01-12 12:00:00+00:00,8114.08,8155.77,8113.11,8132.19,1826.516481,15838,2
277,2020-01-12 13:00:00+00:00,8132.19,8170.1,8122.09,8165.0,1509.356687,15232,2
278,2020-01-12 14:00:00+00:00,8165.08,8185.0,8127.79,8137.17,2027.452023,17554,2
